   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00 NaN           
   0.000000E+00   2.777778E-02   2.777778E-02   2.777778E-02   0.000000E+00   0.000000E+00
   0.000000E+00   8.333333E-02   8.333333E-02   8.333333E-02   0.000000E+00   0.000000E+00
   0.000000E+00   1.388889E-01   1.388889E-01   1.388889E-01   0.000000E+00   0.000000E+00
   0.000000E+00   1.944444E-01   1.944444E-01   1.944444E-01   0.000000E+00   0.000000E+00
   0.000000E+00   2.500000E-01   2.500000E-01   2.500000E-01   0.000000E+00   0.000000E+00
   0.000000E+00   3.055556E-01   3.055556E-01   3.055556E-01   0.000000E+00   0.000000E+00
   0.000000E+00   3.611111E-01   3.611111E-01   3.611111E-01   0.000000E+00   0.000000E+00
   0.000000E+00   4.166667E-01   4.166667E-01   4.166667E-01   0.000000E+00   0.000000E+00
   0.000000E+00   4.722222E-01   4.722222E-01   4.722222E-01   0.000000E+00   0.000000E+00
   0.000000E+00   5.277778E-01   5.277778E-01   5.277778E-01   0.000000E+00   0.000000E+00
   0.000000E+00   5.833333E-01   5.833333E-01   5.833333E-01   0.000000E+00   0.000000E+00
   0.000000E+00   6.388889E-01   6.388889E-01   6.388889E-01   0.000000E+00   0.000000E+00
   0.000000E+00   6.944444E-01   6.944444E-01   6.944444E-01   0.000000E+00   0.000000E+00
   0.000000E+00   7.500000E-01   7.500000E-01   7.500000E-01   0.000000E+00   0.000000E+00
   0.000000E+00   8.055556E-01   8.055556E-01   8.055556E-01   0.000000E+00   0.000000E+00
   0.000000E+00   8.611111E-01   8.611111E-01   8.611111E-01   0.000000E+00   0.000000E+00
   0.000000E+00   9.166667E-01   9.166667E-01   9.166667E-01   0.000000E+00   0.000000E+00
   0.000000E+00   9.722222E-01   9.722222E-01   9.722222E-01   0.000000E+00   0.000000E+00
   0.000000E+00   1.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00   0.000000E+00
 
   2.777778E-02   0.000000E+00   2.777778E-02   2.777778E-02   0.000000E+00   0.000000E+00
   2.777778E-02   2.777778E-02   5.555556E-02   5.555556E-02   6.120104E-14   1.101619E-10
   2.777778E-02   8.333333E-02   1.111111E-01   1.111111E-01   1.781353E-13   1.603218E-10
   2.777778E-02   1.388889E-01   1.666667E-01   1.666667E-01   2.853828E-13   1.712297E-10
   2.777778E-02   1.944444E-01   2.222222E-01   2.222222E-01   3.801126E-13   1.710507E-10
   2.777778E-02   2.500000E-01   2.777778E-01   2.777778E-01   4.600764E-13   1.656275E-10
   2.777778E-02   3.055556E-01   3.333333E-01   3.333333E-01   5.233591E-13   1.570077E-10
   2.777778E-02   3.611111E-01   3.888889E-01   3.888889E-01   5.688783E-13   1.462830E-10
   2.777778E-02   4.166667E-01   4.444444E-01   4.444444E-01   5.955236E-13   1.339928E-10
   2.777778E-02   4.722222E-01   5.000000E-01   5.000000E-01   6.034062E-13   1.206812E-10
   2.777778E-02   5.277778E-01   5.555556E-01   5.555556E-01   5.928591E-13   1.067146E-10
   2.777778E-02   5.833333E-01   6.111111E-01   6.111111E-01   5.646594E-13   9.239882E-11
   2.777778E-02   6.388889E-01   6.666667E-01   6.666667E-01   5.203615E-13   7.805423E-11
   2.777778E-02   6.944444E-01   7.222222E-01   7.222222E-01   4.617418E-13   6.393347E-11
   2.777778E-02   7.500000E-01   7.777778E-01   7.777778E-01   3.912426E-13   5.030262E-11
   2.777778E-02   8.055556E-01   8.333333E-01   8.333333E-01   3.110845E-13   3.733014E-11
   2.777778E-02   8.611111E-01   8.888889E-01   8.888889E-01   2.245981E-13   2.526729E-11
   2.777778E-02   9.166667E-01   9.444444E-01   9.444444E-01   1.345590E-13   1.424743E-11
   2.777778E-02   9.722222E-01   1.000000E+00   1.000000E+00   4.474199E-14   4.474199E-12
   2.777778E-02   1.000000E+00   1.027778E+00   1.027778E+00   0.000000E+00   0.000000E+00
 
   8.333333E-02   0.000000E+00   8.333333E-02   8.333333E-02   0.000000E+00   0.000000E+00
   8.333333E-02   2.777778E-02   1.111111E-01   1.111111E-01   1.753320E-13   1.577988E-10
   8.333333E-02   8.333333E-02   1.666667E-01   1.666667E-01   5.126455E-13   3.075873E-10
   8.333333E-02   1.388889E-01   2.222222E-01   2.222222E-01   8.232304E-13   3.704537E-10
   8.333333E-02   1.944444E-01   2.777778E-01   2.777778E-01   1.098233E-12   3.953637E-10
   8.333333E-02   2.500000E-01   3.333333E-01   3.333333E-01   1.330713E-12   3.992140E-10
   8.333333E-02   3.055556E-01   3.888889E-01   3.888889E-01   1.515121E-12   3.896026E-10
   8.333333E-02   3.611111E-01   4.444444E-01   4.444444E-01   1.647682E-12   3.707284E-10
   8.333333E-02   4.166667E-01   5.000000E-01   5.000000E-01   1.726119E-12   3.452238E-10
   8.333333E-02   4.722222E-01   5.555556E-01   5.555556E-01   1.749934E-12   3.149880E-10
